room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
16003488,1381,46001530,Entire home/apt,,Asheville,,Asheville,5,5.0,4,1.0,,250.0,,"Downtown, walkable land o comfort!",2017-06-24 13:31:14.665235,35.592057,-82.556568,0101000020E6100000028063CF9EA354C0162F1686C8CB4140
9794899,1381,50478143,Entire home/apt,,Asheville,,Asheville,15,5.0,4,1.0,,205.0,,DOWNTOWN AVL LOFT--GREAT LOCATION!!,2017-06-24 13:31:14.633053,35.595199,-82.553883,0101000020E6100000DDB3AED172A354C053CE177B2FCC4140
19347943,1381,120576549,Entire home/apt,,Asheville,,Asheville,0,0.0,6,3.0,,225.0,,The Honey Hive House,2017-06-24 13:31:13.915898,35.581117,-82.607182,0101000020E6100000122EE411DCA654C02713B70A62CA4140
6741903,1381,8120727,Entire home/apt,,Asheville,,Asheville,51,5.0,6,3.0,,299.0,,Bright & Artsy W. Asheville Home,2017-06-24 13:31:12.218917,35.569047,-82.595798,0101000020E61000006C41EF8D21A654C086713788D6C84140
16141463,1381,9216883,Entire home/apt,,Asheville,,Asheville,53,4.5,8,4.0,,199.0,,"Rustic Log Cabin Close to Downtown, HOT TUB!",2017-06-24 13:31:07.110832,35.585602,-82.484984,0101000020E610000054C554FA099F54C0713C9F01F5CA4140
16722395,1381,58608311,Entire home/apt,,Asheville,,Asheville,20,5.0,5,2.0,,190.0,,Quaint cottage in the River Arts District,2017-06-24 13:30:57.835075,35.590521,-82.563243,0101000020E6100000DC2C5E2C0CA454C0F54C2F3196CB4140
15469734,1381,3982820,Entire home/apt,,Asheville,,Asheville,11,5.0,8,3.0,,165.0,,"Updated, spacious home in West AVL",2017-06-24 13:30:54.990437,35.578203,-82.595826,0101000020E6100000D106600322A654C07CB94F8E02CA4140
13684589,1381,79691715,Entire home/apt,,Asheville,,Asheville,0,0.0,6,2.0,,175.0,,Modern greenbuilt home in hip West Asheville,2017-06-24 13:30:54.978908,35.583776,-82.58659,0101000020E6100000488AC8B08AA554C04818062CB9CA4140
14555712,1381,90120472,Entire home/apt,,Asheville,,Asheville,9,4.5,4,1.0,,169.0,,"Enjoy cool, vibrant, and hip West Asheville!",2017-06-24 13:30:51.811015,35.580672,-82.597499,0101000020E61000002219726C3DA654C0F9D9C87553CA4140
11686204,1381,8164438,Entire home/apt,,Asheville,,Asheville,58,5.0,5,2.0,,158.0,,Classic Bungalow-Easy Stroll Dtown,2017-06-24 13:30:50.538316,35.602399,-82.557529,0101000020E610000095641D8EAEA354C0511212691BCD4140
13308291,1381,39722886,Entire home/apt,,Asheville,,Asheville,32,5.0,6,2.0,,160.0,,Beautiful Home - 5 minutes from Downtown,2017-06-24 13:30:50.533897,35.609956,-82.580705,0101000020E6100000EAE74D452AA554C0DEFFC70913CE4140
16879450,1381,29598359,Entire home/apt,,Asheville,,Asheville,9,5.0,6,3.0,,153.0,,Humble Abode,2017-06-24 13:30:48.419916,35.561665,-82.509706,0101000020E6100000CC24EA059FA054C0672783A3E4C74140
3404146,1381,17167852,Entire home/apt,,Asheville,,Asheville,30,5.0,4,2.0,,139.0,,Close to Downtown 2BR; 30 day min,2017-06-24 13:30:47.644529,35.606687,-82.547285,0101000020E6100000D925AAB706A354C045F46BEBA7CD4140
17750453,1381,9216883,Entire home/apt,,Asheville,,Formerly ETJ,28,5.0,8,2.0,,89.0,,Sturdy home. Minutes to downtown,2017-06-24 13:30:15.799000,35.594183,-82.592173,0101000020E6100000C0249529E6A554C06A6B44300ECC4140
5402001,1381,28002273,Entire home/apt,,Asheville,,Asheville,47,4.5,2,1.0,,75.0,,Cute Downtown Asheville Apartment,2017-06-24 13:30:13.226981,35.60246,-82.545037,0101000020E61000000987DEE2E1A254C0F792C6681DCD4140
17787933,1381,12844896,Entire home/apt,,Asheville,,Asheville,9,5.0,4,1.0,,72.0,,Urban Oasis in Asheville,2017-06-24 13:30:10.092564,35.644833,-82.523964,0101000020E610000002124DA088A154C0D73043E389D24140
353092,1381,1788071,Entire home/apt,,Asheville,,Asheville,331,5.0,4,1.0,,72.0,,ATHENA'S LOFT:  Find yourself here!,2017-06-24 13:30:10.086248,35.582171,-82.599968,0101000020E610000061A92EE065A654C0FED64E9484CA4140
5506704,1381,28561358,Entire home/apt,,Asheville,,Asheville,49,5.0,3,0.0,,75.0,,Large West Asheville Studio,2017-06-24 13:30:10.080926,35.568091,-82.606393,0101000020E61000007EE19524CFA654C07313B534B7C84140
1571095,1381,8345942,Entire home/apt,,Asheville,,Asheville,20,5.0,2,0.0,,75.0,,Perfectly Located Studio Apartment In Asheville,2017-06-24 13:30:08.584754,35.573399,-82.538475,0101000020E6100000ACADD85F76A254C09147702365C94140
17992163,1381,33316174,Entire home/apt,,Asheville,,Asheville,1,0.0,4,2.0,,75.0,,Charming Downtown-Adjacent Asheville Home,2017-06-24 13:30:08.578368,35.563866,-82.507872,0101000020E610000077A38FF980A054C0C5A9D6C22CC84140
9757192,1381,50318506,Entire home/apt,,Asheville,,Asheville,172,4.5,4,2.0,,75.0,,Pokeberry Loft,2017-06-24 13:30:08.564210,35.579149,-82.580093,0101000020E6100000DEE8633E20A554C06C41EF8D21CA4140
17364692,1381,4314310,Entire home/apt,,Asheville,,Asheville,37,5.0,4,1.0,,78.0,,Cozy city garden apartment at the Little Farm,2017-06-24 13:30:07.082154,35.575068,-82.535152,0101000020E6100000E5982CEE3FA254C0F27C06D49BC94140
1243512,1381,427027,Entire home/apt,,Asheville,,Asheville,26,5.0,16,10.0,,2222.0,,Multiple Neighboring Downtown Lofts,2017-06-24 13:30:02.035354,35.598206,-82.552741,0101000020E6100000228AC91B60A354C0AF22A30392CC4140
18875905,1381,96187307,Entire home/apt,,Asheville,,Formerly ETJ,0,0.0,17,7.0,,3000.0,,Deerhaven Gardens; Ultimate LUXURY! Views from Pool & Deck; Tennis Court & more!,2017-06-24 13:30:02.023151,35.497142,-82.547631,0101000020E6100000A6D1E4620CA354C0E8BB5B59A2BF4140
18192104,1381,119003688,Entire home/apt,,Asheville,,Asheville,0,0.0,10,5.0,,1250.0,,Private Group Spa Experience!,2017-06-24 13:29:57.184663,35.606768,-82.557047,0101000020E61000006FD575A8A6A354C03221E692AACD4140
17893818,1381,427027,Entire home/apt,,Asheville,,Asheville,0,0.0,12,4.0,,930.0,,TwinStär Flats in Central Downtown,2017-06-24 13:29:55.906709,35.59525,-82.552003,0101000020E6100000CF12640454A354C0D578E92631CC4140
18248623,1381,96187307,Entire home/apt,,Asheville,,Formerly ETJ,0,0.0,12,4.0,,600.0,,"Deerhaven Hideaway; Luxurious Convenience to Biltmore Park, Asheville & more!",2017-06-24 13:29:54.275670,35.495761,-82.543805,0101000020E6100000AF997CB3CDA254C0EED0B01875BF4140
17893645,1381,427027,Entire home/apt,,Asheville,,Asheville,2,0.0,6,2.0,,540.0,,NEW Modern 西 Nishi Flat in Central Downtown,2017-06-24 13:29:54.266023,35.59543,-82.551032,0101000020E61000002BC3B81B44A354C05587DC0C37CC4140
17606368,1381,96187307,Entire home/apt,,Asheville,,Formerly ETJ,0,0.0,12,4.0,,500.0,,"Hidden Cove on the doorstep of Downtown Asheville; HOT TUB, Game Rm, LUXURY!",2017-06-24 13:29:52.826980,35.616174,-82.520703,0101000020E610000076FBAC3253A154C0A05225CADECE4140
17866138,1381,427027,Entire home/apt,,Asheville,,Asheville,2,0.0,6,2.0,,465.0,,NEW Modern 吾妻 Azuma Flat in Central Downtown,2017-06-24 13:29:52.821726,35.595632,-82.552522,0101000020E610000083143C855CA354C0BD395CAB3DCC4140
16937972,1381,96187307,Entire home/apt,,Asheville,,Asheville,0,0.0,5,2.0,,375.0,,5-Star Luxurious Urban 2-Bdrm Loft in the Heart of Downtown Asheville-AWESOME!,2017-06-24 13:29:52.817086,35.593121,-82.55265,0101000020E61000009A081B9E5EA354C010C99063EBCB4140
16937957,1381,96187307,Entire home/apt,,Asheville,,Formerly ETJ,3,5.0,10,3.0,,350.0,,Cove Cottage - Charming Cottage Located Right Outside Downtown Asheville!,2017-06-24 13:29:52.798162,35.610273,-82.522462,0101000020E6100000C7D9740470A154C0DF50F86C1DCE4140
990426,1381,427027,Entire home/apt,,Asheville,,Asheville,33,4.5,5,2.0,,315.0,,City Centre Loft with Indoor Swing,2017-06-24 13:29:52.791002,35.5985,-82.552424,0101000020E6100000A26131EA5AA354C0F853E3A59BCC4140
19229221,1381,427027,Entire home/apt,,Asheville,,Asheville,1,0.0,2,0.0,,350.0,,Modern Bohemian Central Loft,2017-06-24 13:29:51.290593,35.596039,-82.551677,0101000020E6100000253D0CAD4EA354C0FD1186014BCC4140
8133377,1381,26447450,Entire home/apt,,Asheville,,Asheville,39,5.0,8,4.0,,355.0,,Montford Manor,2017-06-24 13:29:51.283831,35.598224,-82.555037,0101000020E61000007AC4E8B985A354C056D7A19A92CC4140
17606369,1381,96187307,Entire home/apt,,Asheville,,Asheville,1,0.0,5,2.0,,350.0,,"Downtown Asheville in Biltmore Village; luxurious flat, restaurants & more!",2017-06-24 13:29:51.281717,35.565438,-82.542319,0101000020E6100000F73FC05AB5A254C034F5BA4560C84140
1223655,1381,427027,Entire home/apt,,Asheville,,Asheville,29,5.0,10,4.0,,415.0,,Handsome Chic Loft Downtown,2017-06-24 13:29:51.278459,35.596719,-82.553623,0101000020E61000000FD4298F6EA354C06FF3C64961CC4140
8813084,1381,2044026,Entire home/apt,,Asheville,,Asheville,11,5.0,4,2.0,,400.0,,Montford Bungalow,2017-06-24 13:29:51.258537,35.604805,-82.57449,0101000020E61000004278B471C4A454C088BA0F406ACD4140
16670320,1381,35166807,Entire home/apt,,Asheville,,Formerly ETJ,0,0.0,12,6.0,,400.0,,6 Bedroom 4 Bathroom Duplex With Wooded Privacy,2017-06-24 13:29:51.254980,35.523879,-82.617176,0101000020E610000012F8C3CF7FA754C0D50792770EC34140
14803947,1381,18513600,Entire home/apt,,Asheville,,Formerly ETJ,10,5.0,6,3.0,,450.0,,Secluded Chunns Cove 3/3 on 1.5 acres mins to town,2017-06-24 13:29:51.245133,35.613055,-82.522226,0101000020E6100000BDC799266CA154C01CD3139678CE4140
16607736,1381,397780,Entire home/apt,,Asheville,,Asheville,4,5.0,3,2.0,,350.0,,Fab apartment in the center of downtown!,2017-06-24 13:29:51.226572,35.591125,-82.551422,0101000020E6100000E012807F4AA354C08B6CE7FBA9CB4140
12401202,1381,67057274,Entire home/apt,,Asheville,,Asheville,6,5.0,6,2.0,,350.0,,5 Star Luxurious Urban Loft Apt,2017-06-24 13:29:48.968570,35.597055,-82.553105,0101000020E61000004390831266A354C0E674594C6CCC4140
16490888,1381,6543726,Entire home/apt,,Asheville,,Asheville,2,0.0,11,4.0,,385.0,,Mountain View Bungalow in Town,2017-06-24 13:29:48.959057,35.602428,-82.533725,0101000020E6100000B003E78C28A254C0EC18575C1CCD4140
3984596,1381,8260778,Entire home/apt,,Asheville,,Asheville,79,4.5,13,5.0,,350.0,,1930's charmer in West Asheville,2017-06-24 13:29:48.932586,35.574894,-82.571718,0101000020E61000003622180797A454C05455682096C94140
1583423,1381,427027,Entire home/apt,,Asheville,,Asheville,35,5.0,4,2.0,,305.0,,Cosmopolitan Loft in City Centre,2017-06-24 13:29:48.929086,35.598404,-82.552269,0101000020E61000000E66136058A354C0D6E5948098CC4140
5839119,1381,30315956,Entire home/apt,,Asheville,,Asheville,44,5.0,10,4.0,,490.0,,Historic Montford - 10 People,2017-06-24 13:29:48.925633,35.601928,-82.563418,0101000020E610000093FE5E0A0FA454C0FA4509FA0BCD4140
15358166,1381,98016924,Entire home/apt,,Asheville,,Asheville,24,5.0,5,2.0,,495.0,,Luxury Loft in Heart of Downtown Asheville,2017-06-24 13:29:48.919612,35.596513,-82.553182,0101000020E610000019AF795567A354C0C651B9895ACC4140
14884802,1381,6074062,Entire home/apt,,Asheville,,Asheville,26,5.0,12,4.0,,399.0,,Luxury accommodations in the heart of downtown.,2017-06-24 13:29:48.903319,35.594909,-82.555177,0101000020E6100000739F1C0588A354C04C8C65FA25CC4140
5481195,1381,28424329,Entire home/apt,,Asheville,,Asheville,58,5.0,7,2.0,,450.0,,"Asheville's Famous ""Pink House""",2017-06-24 13:29:48.895573,35.619372,-82.550708,0101000020E61000005169C4CC3EA354C07007EA9447CF4140
12310425,1381,64613905,Entire home/apt,,Asheville,,Asheville,21,5.0,8,3.0,,325.0,,Haywood House Asheville,2017-06-24 13:29:48.886097,35.579536,-82.596763,0101000020E61000009F1D705D31A654C0656D533C2ECA4140
17278181,1381,109545616,Entire home/apt,,Asheville,,Asheville,14,5.0,8,2.0,,400.0,,Modern Montford Getaway-1.5 to town,2017-06-24 13:29:48.878815,35.608195,-82.575804,0101000020E6100000FC3905F9D9A454C09D4B7155D9CD4140
12377575,1381,2992564,Entire home/apt,,Asheville,,Formerly ETJ,26,5.0,6,3.0,,385.0,,Mountain Cabin Near Downtown,2017-06-24 13:29:48.874227,35.616439,-82.52327,0101000020E6100000963E74417DA154C04E7D2079E7CE4140
12972968,1381,23026854,Entire home/apt,,Asheville,,Asheville,45,5.0,6,2.0,,450.0,,Baumhaus - Peaceful Mountain Escape,2017-06-24 13:29:48.864738,35.63096,-82.540002,0101000020E610000093718C648FA254C0C68A1A4CC3D04140
15062612,1381,86748234,Entire home/apt,,Asheville,,Formerly ETJ,8,5.0,8,3.0,,229.0,,3BR Asheville Cabin w/Acreage & Private Swim Pond!,2017-06-24 13:29:47.129324,35.542647,-82.513743,0101000020E610000022E3512AE1A054C0E222F77475C54140
16937997,1381,96187307,Entire home/apt,,Asheville,,Asheville,2,0.0,10,3.0,,300.0,,Asheville Cabin; Right on the doorstep of Downtown Asheville; HOT TUB & more!,2017-06-24 13:29:46.000453,35.62512,-82.531978,0101000020E6100000410C74ED0BA254C0AB09A2EE03D04140
16937958,1381,96187307,Entire home/apt,,Asheville,,Asheville,0,0.0,6,2.0,,300.0,,30 Day-Executive Rental - Cozy Cottage at Biltmore Village / Downtown Asheville,2017-06-24 13:29:45.997292,35.564539,-82.539201,0101000020E61000001D3EE94482A254C085285FD042C84140
16937982,1381,96187307,Entire home/apt,,Asheville,,Asheville,1,0.0,5,2.0,,275.0,,The Reed Cottage at Biltmore Village; Perfect for 30-day Exec. Rental,2017-06-24 13:29:45.994426,35.563114,-82.539456,0101000020E61000006268757286A254C0BAF59A1E14C84140
16446590,1381,427027,Entire home/apt,,Asheville,,Asheville,9,5.0,2,0.0,,290.0,,Micro-Luxe in Heart of Downtown,2017-06-24 13:29:45.987897,35.597559,-82.552927,0101000020E6100000D384ED2763A354C0193735D07CCC4140
13524286,1381,32054468,Entire home/apt,,Asheville,,Asheville,8,5.0,4,2.0,,219.0,,Downton Annie Apartment # One,2017-06-24 13:29:45.983966,35.593451,-82.561492,0101000020E6100000CD3D247CEFA354C0A663CE33F6CB4140
16937975,1381,96187307,Entire home/apt,,Asheville,,Asheville,1,0.0,4,1.0,,275.0,,Luxurious Loft Apartment in the Heart of Downtown Asheville; 1-Bedroom-AMAZING,2017-06-24 13:29:45.981519,35.593818,-82.553443,0101000020E6100000CF4C309C6BA354C058E36C3A02CC4140
4173713,1381,20973612,Entire home/apt,,Asheville,,Formerly ETJ,26,5.0,2,1.0,,240.0,,The Suite at Bittersweet,2017-06-24 13:29:45.968937,35.653843,-82.542351,0101000020E6100000FCFCF7E0B5A254C0F9DB9E20B1D34140
13514183,1381,32054468,Entire home/apt,,Asheville,,Asheville,6,5.0,4,2.0,,219.0,,Downton Annie Apt # Two Unrestricted Style Reborn,2017-06-24 13:29:45.965964,35.595161,-82.561524,0101000020E6100000D3FA5B02F0A354C0656D533C2ECC4140
16652322,1381,427027,Entire home/apt,,Asheville,,Asheville,10,5.0,2,0.0,,295.0,,Boho-Chic Downtown Loft,2017-06-24 13:29:45.961229,35.595592,-82.551688,0101000020E61000001F662FDB4EA354C02FE1D05B3CCC4140
16937973,1381,96187307,Entire home/apt,,Asheville,,Asheville,2,0.0,4,1.0,,275.0,,Luxurious Loft Apartment in the Heart of Downtown Asheville; 1-Bedroom-AWESOME,2017-06-24 13:29:45.951463,35.59486,-82.553684,0101000020E61000006214048F6FA354C06AD95A5F24CC4140
13388627,1381,32054468,Entire home/apt,,Asheville,,Asheville,10,4.5,4,2.0,,219.0,,Downton Annie Apartment # Three,2017-06-24 13:29:44.271263,35.593586,-82.55949,0101000020E6100000191C25AFCEA354C086AE44A0FACB4140
10019092,1381,20578434,Entire home/apt,,Asheville,,Asheville,7,5.0,2,1.0,,250.0,,Downtown Spacious Upscale Apartment,2017-06-24 13:29:44.265485,35.591835,-82.545812,0101000020E6100000EB707495EEA254C068D0D03FC1CB4140
3018908,1381,14991088,Entire home/apt,,Asheville,,Asheville,55,5.0,4,2.0,,215.0,,Inn on Westwood - Bennett Suite Avl,2017-06-24 13:29:44.261545,35.580479,-82.578696,0101000020E6100000DD94F25A09A554C0E481C8224DCA4140
4994407,1381,25749896,Entire home/apt,,Asheville,,Formerly ETJ,30,5.0,6,3.0,,250.0,,Amazing Asheville Location VIEWS!,2017-06-24 13:29:44.258397,35.624644,-82.521137,0101000020E610000013EF004F5AA154C042D2A755F4CF4140
80905,1381,427027,Entire home/apt,,Asheville,,Asheville,65,5.0,6,1.0,,290.0,,French Industrial Chic Loft,2017-06-24 13:29:44.242882,35.597006,-82.55237,0101000020E6100000A852B3075AA354C005C24EB16ACC4140
6512423,1381,34049461,Entire home/apt,,Asheville,,Asheville,1,0.0,4,2.0,,250.0,,"Penthouse Condo, Walk to Downtown",2017-06-24 13:29:44.239044,35.589239,-82.546094,0101000020E6100000ADA23F34F3A254C08D43FD2E6CCB4140
10122830,1381,3838067,Entire home/apt,,Asheville,,Asheville,1,0.0,8,3.0,,290.0,,Beautiful historic home downtown,2017-06-24 13:29:44.234239,35.587987,-82.558659,0101000020E61000006EA7AD11C1A354C090BC732843CB4140
1843828,1381,9617701,Entire home/apt,,Asheville,,Asheville,53,5.0,6,2.0,,216.0,,"HOME, INDOOR POOL, NEAR IT ALL",2017-06-24 13:29:44.230894,35.647518,-82.530905,0101000020E61000001B12F758FAA154C021C9ACDEE1D24140
6091389,1381,31608670,Entire home/apt,,Asheville,,Asheville,9,5.0,4,2.0,,300.0,,Walk to Downtown! New Construction!,2017-06-24 13:29:44.224013,35.601052,-82.54356,0101000020E61000007BDAE1AFC9A254C003999D45EFCC4140
18751432,1381,130451455,Entire home/apt,,Asheville,,Asheville,0,0.0,8,3.0,,300.0,,Charming Home located next to everything,2017-06-24 13:29:44.212748,35.586314,-82.531072,0101000020E610000090F46915FDA154C0EE974F560CCB4140
19307742,1381,135212332,Entire home/apt,,Asheville,,Asheville,0,0.0,6,3.0,,225.0,,Charming 3 BDRM with Large Yard in South Slope,2017-06-24 13:29:44.207885,35.590457,-82.545359,0101000020E610000013656F29E7A254C0DE58501894CB4140
3868452,1381,19697970,Entire home/apt,,Asheville,,Formerly ETJ,87,5.0,6,3.0,,245.0,,Tranquil Log Cabin Retreat,2017-06-24 13:29:42.697639,35.613092,-82.596877,0101000020E610000004AF963B33A654C039B874CC79CE4140
3445948,1381,3079174,Entire home/apt,,Asheville,,Asheville,56,4.5,4,2.0,,250.0,,dwntwn/hrdwd/clay plaster/spacious/asheville,2017-06-24 13:29:42.692623,35.605593,-82.550065,0101000020E6100000276BD44334A354C0E0D7481284CD4140
16826141,1381,49736754,Entire home/apt,,Asheville,,Asheville,4,5.0,10,2.0,,250.0,,Stunning Barn Loft Just Outside of Asheville,2017-06-24 13:29:42.689693,35.586321,-82.487171,0101000020E6100000D12346CF2D9F54C0A0FA07910CCB4140
3439245,1381,17308817,Entire home/apt,,Asheville,,Asheville,63,4.5,6,3.0,,245.0,,Vacation in Asheville,2017-06-24 13:29:42.684876,35.600612,-82.558571,0101000020E61000009E5F94A0BFA354C0E6CAA0DAE0CC4140
11773647,1381,58867576,Entire home/apt,,Asheville,,Asheville,70,5.0,2,0.0,,200.0,,The Hidden Attic - Great location!,2017-06-24 13:29:42.681740,35.608085,-82.550869,0101000020E610000056D80C7041A354C01618B2BAD5CD4140
18021364,1381,123925179,Entire home/apt,,Asheville,,Asheville,0,0.0,4,2.0,,295.0,,Higher Above Asheville,2017-06-24 13:29:42.676127,35.601813,-82.541885,0101000020E6100000594C6C3EAEA254C061A7583508CD4140
15507809,1381,89335658,Entire home/apt,,Asheville,,Asheville,9,5.0,2,2.0,,225.0,,Downtown Retreat in the heart of Asheville,2017-06-24 13:29:42.666980,35.590912,-82.553448,0101000020E6100000580229B16BA354C030682101A3CB4140
3741932,1381,19133972,Entire home/apt,,Asheville,,Asheville,50,5.0,4,2.0,,275.0,,VACATION LIKE A LOCAL.... Ideal spot!!,2017-06-24 13:29:42.650451,35.586271,-82.578516,0101000020E61000009D0DF96706A554C0EFCB99ED0ACB4140
10524188,1381,28629826,Entire home/apt,,Asheville,,Asheville,13,5.0,4,1.0,,225.0,,Luxury Central Downtown Loft,2017-06-24 13:29:42.645369,35.595579,-82.553836,0101000020E61000003DD68C0C72A354C09A97C3EE3BCC4140
731073,1381,3803669,Entire home/apt,,Asheville,,Asheville,51,5.0,5,2.0,,208.0,,New Home in Quiet Historic Montford,2017-06-24 13:29:42.641019,35.602531,-82.569038,0101000020E61000009A0B5C1E6BA454C0C0E95DBC1FCD4140
7853266,1381,41383768,Entire home/apt,,Asheville,,Asheville,13,5.0,6,3.0,,225.0,,Elegant Craftsman Porch House Close to Downtown,2017-06-24 13:29:42.628233,35.571253,-82.570386,0101000020E61000002906483481A454C0F65E7CD11EC94140
16587446,1381,78507878,Entire home/apt,,Asheville,,Asheville,35,5.0,6,2.0,,250.0,,Spacious Downtown Asheville Loft,2017-06-24 13:29:40.808686,35.595486,-82.552881,0101000020E61000001B65FD6662A354C0E99C9FE238CC4140
6335114,1381,32981845,Entire home/apt,,Asheville,,Asheville,12,5.0,6,2.0,,230.0,,Charming 1929 home w/ modern touch,2017-06-24 13:29:40.802979,35.576006,-82.541052,0101000020E6100000DD5B9198A0A254C05F268A90BAC94140
14076438,1381,38060048,Entire home/apt,,Asheville,,Asheville,15,5.0,4,2.0,,250.0,,Cozy Stone Cottage,2017-06-24 13:29:40.799299,35.586408,-82.490234,0101000020E6100000C9586DFE5F9F54C06F0ED76A0FCB4140
17618702,1381,71812166,Entire home/apt,,Asheville,,Asheville,12,5.0,6,3.0,,204.0,,Mountain Chalet close to Biltmore,2017-06-24 13:29:40.796572,35.556498,-82.601824,0101000020E6100000AA7CCF4884A654C00B2593533BC74140
18287668,1381,45577907,Entire home/apt,,Asheville,,Asheville,4,5.0,5,3.0,,203.0,,Restored 1926 home - walk downtown!,2017-06-24 13:29:40.791736,35.605271,-82.549257,0101000020E61000005706D50627A354C0CE1B278579CD4140
